CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type,2013,Footnotes,Type,2014,Footnotes,Type,2015,Footnotes,Type,2016,Footnotes,Type,2017,Footnotes,Type,2018,Footnotes,Type,2019,Footnotes,Type
780,Trinidad and Tobago,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",16959.9,,G,21048.6,,G,20986.2,,G,16820.5,,G,19853.1,,G,20967.9,,G,21782,,G,19229.7,,G,19317.8,,G,22816.1,,G,23894.2,,G,25144.6,,G,27223.8,,G,27902.2,,G,30813.8,,G,29512,,G,46431.6,,G,48202.7,,G,46636.9,,G,48331.1,,G,50916.3,,G,49574.2,,G, , , , , , , , , , , , , , , , , , , , , , , , 
780,Trinidad and Tobago,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",1.95,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.54,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.63,,C, , , , , , , , , , , , , , , 
788,Tunisia,567,Y,"Proportion of land area covered by forest, percentage",4.1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.4,,C, , , , , , , , , , , , ,5.9,,C, , , , , , , , , , , , ,6.5,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
788,Tunisia,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",13267.2,,G,15489.4,,G,15023.7,,G,16501.5,,G,15940.4,,G,15735.1,,G,16758.2,,G,16945.2,,G,18001.3,,G,18331.3,,G,19922.8,,G,20817.6,,G,20861.6,,G,21246.6,,G,22299,,G,22662.1,,G,22992.1,,G,24110.5,,G,24825.6,,G,24785.3,,G,26743.4,,G,25643.3,,G, , , , , , , , , , , , , , , , , , , , , , , , 
788,Tunisia,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0.93,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.97,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.68,,C, , , , , , , , , , , , , , , 
792,Turkey,567,Y,"Proportion of land area covered by forest, percentage",12.6,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.2,,C, , , , , , , , , , , , ,14,,C, , , , , , , , , , , , ,14.7,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
792,Turkey,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",145858.6,,G,148619.8,,G,153108.3,,G,159136.8,,G,156848.6,,G,171975,,G,188205.1,,G,198535,,G,200614.2,,G,196771.2,,G,216151.3,,G,194552.7,,G,205685.7,,G,218523.9,,G,225421.5,,G,237390.6,,G,261614.8,,G,284658.2,,G,285274.3,,G,277844.9,,G,298002.4,,G,320840.5,,G, , , , , , , , , , , , , , , , , , , , , , , , 
792,Turkey,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0.01,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.17,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.2,,C, , , , , , , , , , , , , , , 
795,Turkmenistan,567,Y,"Proportion of land area covered by forest, percentage",8.8,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.8,,E, , , , , , , , , , , , ,8.8,,E, , , , , , , , , , , , ,8.8,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , 
795,Turkmenistan,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , ,28976.6,,G,28444.9,,G,34198.4,,G,34620.1,,G,31363.9,,G,30157.4,,G,26490.4,,G,34759.5,,G,35364.5,,G,39229.6,,G,40150,,G,42086.2,,G,43241.3,,G,45507.5,,G,46684.6,,G,56042.8,,G,56834.8,,G,50340.6,,G,57267.5,,G,62218,,G, , , , , , , , , , , , , , , , , , , , , , , , 
795,Turkmenistan,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",2.99,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.99,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.15,,C, , , , , , , , , , , , , , , 
796,Turks and Caicos Islands,567,Y,"Proportion of land area covered by forest, percentage",79.1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,79.1,,C, , , , , , , , , , , , ,79.1,,C, , , , , , , , , , , , ,79.1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
796,Turks and Caicos Islands,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , , , , , , , , , , ,11,,G,11,,G,11,,G,14.7,,G,14.7,,G,14.7,,G,14.7,,G,99,,G,102.7,,G,102.7,,G,121,,G,143,,G,165,,G,179.7,,G,179.7,,G,190.7,,G,190.7,,G, , , , , , , , , , , , , , , , , , , , , , , , 
796,Turks and Caicos Islands,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",2.82,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.58,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.58,,C, , , , , , , , , , , , , , , 
798,Tuvalu,567,Y,"Proportion of land area covered by forest, percentage",33.3,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , ,33.3,,E, , , , , , , , , , , , ,33.3,,E, , , , , , , , , , , , ,33.3,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , 
798,Tuvalu,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
798,Tuvalu,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.01,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.01,,C, , , , , , , , , , , , , , , 
800,Uganda,567,Y,"Proportion of land area covered by forest, percentage",24.1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.6,,C, , , , , , , , , , , , ,17.4,,C, , , , , , , , , , , , ,15.2,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
800,Uganda,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",803.1,,G,828.7,,G,839.7,,G,832.4,,G,762.7,,G,993.8,,G,1114.8,,G,1147.8,,G,1349.5,,G,1408.1,,G,1532.8,,G,1620.8,,G,1668.5,,G,1708.8,,G,1851.8,,G,2284.5,,G,2654.9,,G,3128,,G,3161,,G,3377.3,,G,3590,,G,3799,,G, , , , , , , , , , , , , , , , , , , , , , , , 
800,Uganda,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",12.27,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.95,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,,C, , , , , , , , , , , , , , , 
804,Ukraine,567,Y,"Proportion of land area covered by forest, percentage",16,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.4,,C, , , , , , , , , , , , ,16.5,,C, , , , , , , , , , , , ,16.8,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
804,Ukraine,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , ,641681,,G,546111.6,,G,447011,,G,445943.9,,G,412335.8,,G,341196,,G,328636.5,,G,332549.2,,G,320774.5,,G,321650.9,,G,318688,,G,352259.4,,G,343124.9,,G,333869.3,,G,326484,,G,321412.6,,G,311042.3,,G,260063.6,,G,304496.7,,G,286227.7,,G, , , , , , , , , , , , , , , , , , , , , , , , 
804,Ukraine,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",1.96,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.88,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.93,,C, , , , , , , , , , , , , , , 
784,United Arab Emirates,567,Y,"Proportion of land area covered by forest, percentage",2.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.7,,C, , , , , , , , , , , , ,3.7,,C, , , , , , , , , , , , ,3.8,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
784,United Arab Emirates,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",52009.1,,G,57010.8,,G,58136.6,,G,65980.3,,G,73131,,G,70641.1,,G,41059.4,,G,41646.1,,G,81495.4,,G,78374.8,,G,112562.2,,G,101414.6,,G,84704,,G,106841.7,,G,113240.6,,G,116148.6,,G,123874.9,,G,139404.7,,G,158935.1,,G,162602.1,,G,167596.6,,G,178483.9,,G, , , , , , , , , , , , , , , , , , , , , , , , 
784,United Arab Emirates,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",7.24,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.27,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.09,,C, , , , , , , , , , , , , , , 
826,United Kingdom,567,Y,"Proportion of land area covered by forest, percentage",10.8,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11.5,,C, , , , , , , , , , , , ,11.7,,C, , , , , , , , , , , , ,11.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
826,United Kingdom,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",555902.5,,G,566804.5,,G,556192.2,,G,545561.6,,G,546606.7,,G,537970.9,,G,551124.4,,G,527021.2,,G,531861.7,,G,530871.6,,G,541799.3,,G,545866,,G,527087.2,,G,538517.3,,G,539137,,G,542492.3,,G,541373.9,,G,528323,,G,521513.4,,G,473237.4,,G,492192.1,,G,448235.7,,G, , , , , , , , , , , , , , , , , , , , , , , , 
826,United Kingdom,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",6.07,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.68,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.77,,C, , , , , , , , , , , , , , , 
834,United Republic of Tanzania,567,Y,"Proportion of land area covered by forest, percentage",46.8,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,42.3,,C, , , , , , , , , , , , ,40,,C, , , , , , , , , , , , ,37.7,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
834,United Republic of Tanzania,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",2372.5,,G,2434.9,,G,2361.5,,G,2636.6,,G,2445.9,,G,3553.3,,G,3461.6,,G,2882.3,,G,2555.9,,G,2537.6,,G,2651.2,,G,3128,,G,3590,,G,3806.3,,G,4363.7,,G,5504.2,,G,6028.5,,G,5980.9,,G,6340.2,,G,6189.9,,G,6850,,G,7301,,G, , , , , , , , , , , , , , , , , , , , , , , , 
834,United Republic of Tanzania,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",21.6,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.82,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.05,,C, , , , , , , , , , , , , , , 
840,United States,567,Y,"Proportion of land area covered by forest, percentage",32.3,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,32.8,,C, , , , , , , , , , , , ,33,,C, , , , , , , , , , , , ,33.2,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
840,United States,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",4823557.1,,G,4822383.7,,G,4911103.1,,G,5032931.8,,G,5098475.8,,G,5138009.7,,G,5260696.5,,G,5375235.3,,G,5410918.9,,G,5510430.2,,G,5701829.3,,G,5601404.8,,G,5648727.5,,G,5679222.2,,G,5763456.9,,G,5795161.8,,G,5703871.8,,G,5794923.4,,G,5622464.4,,G,5274132.4,,G,5408869,,G,5305569.6,,G, , , , , , , , , , , , , , , , , , , , , , , , 
840,United States,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",10.45,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11.86,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.82,,C, , , , , , , , , , , , , , , 
850,United States Virgin Islands,567,Y,"Proportion of land area covered by forest, percentage",68.6,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,62.9,,C, , , , , , , , , , , , ,60,,C, , , , , , , , , , , , ,58.8,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
850,United States Virgin Islands,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
850,United States Virgin Islands,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",2.42,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.81,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.81,,C, , , , , , , , , , , , , , , 
858,Uruguay,567,Y,"Proportion of land area covered by forest, percentage",5.3,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.1,,C, , , , , , , , , , , , ,8.7,,C, , , , , , , , , , , , ,10,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
858,Uruguay,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",3993.4,,G,4554.4,,G,5170.5,,G,4466.4,,G,4066.7,,G,4591.1,,G,5441.8,,G,5555.5,,G,5687.5,,G,6725.3,,G,5306.1,,G,5089.8,,G,4620.4,,G,4598.4,,G,5610.5,,G,5775.5,,G,6648.3,,G,5999.2,,G,8280.1,,G,8074.7,,G,6453.9,,G,7774,,G, , , , , , , , , , , , , , , , , , , , , , , , 
858,Uruguay,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",1.27,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.27,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.67,,C, , , , , , , , , , , , , , , 
860,Uzbekistan,567,Y,"Proportion of land area covered by forest, percentage",7.2,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.6,,C, , , , , , , , , , , , ,7.7,,C, , , , , , , , , , , , ,7.7,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
860,Uzbekistan,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , ,115712.2,,G,119965.9,,G,112397.2,,G,101850.9,,G,104241.8,,G,102646.7,,G,118477.1,,G,118319.4,,G,121058.7,,G,123200.2,,G,128077.3,,G,123577.9,,G,120325.3,,G,112877.6,,G,117520,,G,117989.4,,G,121073.3,,G,108627.5,,G,105488.6,,G,114861.4,,G, , , , , , , , , , , , , , , , , , , , , , , , 
860,Uzbekistan,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",2.12,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.26,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.44,,C, , , , , , , , , , , , , , , 
548,Vanuatu,567,Y,"Proportion of land area covered by forest, percentage",36.1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,36.1,,C, , , , , , , , , , , , ,36.1,,C, , , , , , , , , , , , ,36.1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
548,Vanuatu,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",69.7,,G,66,,G,66,,G,66,,G,66,,G,66,,G,84.3,,G,88,,G,84.3,,G,84.3,,G,80.7,,G,88,,G,84.3,,G,80.7,,G,55,,G,55,,G,47.7,,G,95.3,,G,91.7,,G,117.3,,G,117.3,,G,143,,G, , , , , , , , , , , , , , , , , , , , , , , , 
548,Vanuatu,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0.08,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.09,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.31,,C, , , , , , , , , , , , , , , 
862,Venezuela,567,Y,"Proportion of land area covered by forest, percentage",59,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,55.7,,C, , , , , , , , , , , , ,54.1,,C, , , , , , , , , , , , ,52.5,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
862,Venezuela,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",122162.4,,G,115440.8,,G,105972.6,,G,124392,,G,129965.8,,G,133350.5,,G,122804.2,,G,133988.5,,G,167336.2,,G,173122.7,,G,152422.5,,G,172587.4,,G,193316.9,,G,192103.1,,G,151733.1,,G,165095.7,,G,169514.4,,G,162385.8,,G,185707.9,,G,186353.3,,G,197512,,G,188817.5,,G, , , , , , , , , , , , , , , , , , , , , , , , 
862,Venezuela,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",26.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,36.67,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36.69,,C, , , , , , , , , , , , , , , 
704,Viet Nam,567,Y,"Proportion of land area covered by forest, percentage",30.2,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.8,,C, , , , , , , , , , , , ,42.2,,C, , , , , , , , , , , , ,44.5,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
704,Viet Nam,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",21407.9,,G,21452,,G,21477.6,,G,23006.8,,G,26230.1,,G,29090.3,,G,34667.8,,G,45100.4,,G,47513.3,,G,47693,,G,53644.5,,G,61139.9,,G,70806.1,,G,78767.2,,G,90549.2,,G,98143.6,,G,102745.7,,G,113930,,G,127464.9,,G,140768.8,,G,153148.6,,G,173210.7,,G, , , , , , , , , , , , , , , , , , , , , , , , 
704,Viet Nam,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",1.58,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.12,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.54,,C, , , , , , , , , , , , , , , 
876,Wallis and Futuna Islands,567,Y,"Proportion of land area covered by forest, percentage",42.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,42.9,,C, , , , , , , , , , , , ,42.9,,C, , , , , , , , , , , , ,40,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
876,Wallis and Futuna Islands,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.7,,G,25.7,,G,25.7,,G,25.7,,G,29.3,,G,29.3,,G,29.3,,G,22,,G,29.3,,G,29.3,,G,25.7,,G, , , , , , , , , , , , , , , , , , , , , , , , 
876,Wallis and Futuna Islands,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
732,Western Sahara,567,Y,"Proportion of land area covered by forest, percentage",2.7,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.7,,E, , , , , , , , , , , , ,2.7,,E, , , , , , , , , , , , ,2.7,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , 
732,Western Sahara,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
732,Western Sahara,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,,C, , , , , , , , , , , , , , , 
887,Yemen,567,Y,"Proportion of land area covered by forest, percentage",1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,,C, , , , , , , , , , , , ,1,,C, , , , , , , , , , , , ,1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
887,Yemen,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",-2999.6,,G,10109.9,,G,14382,,G,9431.5,,G,11367.7,,G,11250.4,,G,14935.7,,G,15474.7,,G,12200.1,,G,13894.3,,G,14638.7,,G,16252.1,,G,15764.4,,G,17304.6,,G,18881.4,,G,20043.8,,G,20795.6,,G,21297.9,,G,22097.3,,G,23556.8,,G,25716.7,,G,22295.4,,G, , , , , , , , , , , , , , , , , , , , , , , , 
887,Yemen,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.36,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.61,,C, , , , , , , , , , , , , , , 
890,Yugoslavia [former Socialist Federal Republic],567,Y,"Proportion of land area covered by forest, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
890,Yugoslavia [former Socialist Federal Republic],749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",133288.1,,G,94278.6,,G, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
890,Yugoslavia [former Socialist Federal Republic],616,Y,"Terrestrial and marine areas protected to total territorial area, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
894,Zambia,567,Y,"Proportion of land area covered by forest, percentage",71,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,68.8,,C, , , , , , , , , , , , ,67.7,,C, , , , , , , , , , , , ,66.5,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
894,Zambia,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",2445.9,,G,2416.6,,G,2456.9,,G,2500.9,,G,2420.2,,G,2170.9,,G,1870.2,,G,2390.9,,G,2313.9,,G,1807.8,,G,1822.5,,G,1906.8,,G,1969.2,,G,2101.2,,G,2126.9,,G,2277.2,,G,2225.9,,G,1914.2,,G,2159.9,,G,2486.2,,G,2673.2,,G,3047.3,,G, , , , , , , , , , , , , , , , , , , , , , , , 
894,Zambia,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",36.05,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,36.06,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.85,,C, , , , , , , , , , , , , , , 
716,Zimbabwe,567,Y,"Proportion of land area covered by forest, percentage",57.3,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,48.8,,C, , , , , , , , , , , , ,44.6,,C, , , , , , , , , , , , ,40.4,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
